Mã KH,Số Phiếu Xuất,,Ngày Ghi Sổ,Diễn Giải,Mã Sản Phẩm,Tên Sản Phẩm,Số Lượng,Thành Tiền,,,,,,,,,,,,
,,,,Xuất hàng mẫu chào hàng- LSXM 47 theo phiếu yêu cầu xuất xưởng được duyệt ngày 14/5/2016 mẫu không thu tiền Total,,,2.00,0.00,,,,,,,,,,,,
NTH852NTH,XBH011607/019,,7/16/16 0:00,Xuất bán T07/19 (006)- GLGS351A ngày ETD 18/07/2016,LTCSCO1R334AK1,Scout Single lounge_R334,56.00,"2,688.00",,,,,,,,,,,,
,,,,,LTCSCO1R334AK2,Scout Dining Chair_R334,126.00,"5,796.00",,,,,,,,,,,,
,,,,,LTCSCO2R334AK1,Scout Double _R334,28.00,"2,660.00",,,,,,,,,,,,
,,,,Xuất bán T07/19 (006)- GLGS351A ngày ETD 18/07/2016 Total,,,210.00,"11,144.00",,,,,,,,,,,,
,XBH011607/020,,7/16/16 0:00,Xuất bán T07/20 (007)- GLGS351A-1 ngày ETD 18/07/2016,LTCSCO1R334AK1,Scout Single lounge_R334,26.00,"1,248.00",,,,,,,,,,,,
,,,,,LTCSCO2R334AK1,Scout Double _R334,13.00,"1,235.00",,,,,,,,,,,,
,,,,Xuất bán T07/20 (007)- GLGS351A-1 ngày ETD 18/07/2016 Total,,,39.00,"2,483.00",,,,,,,,,,,,
,XBH011608/001,,8/3/16 0:00,Xuất bán T08/001- GLGS370 ngày ETD 15/8/2016(Xuất đi Quy Nhơn),LTCSCO1R334AK3,Scout Bar Chair_R334,157.00,"3,297.00",,,,,,,,,,,,
,XBH011608/002,,8/13/16 0:00,Xuất bán T08/02-GLGS370  ngày ETD 13/8/2016,LTCSCO1R334AK1,Scout Single lounge_R334,22.00,"1,056.00",,,,,,,,,,,,
,,,,,LTCSCO1R334AK2,Scout Dining Chair_R334,66.00,"3,036.00",,,,,,,,,,,,
,,,,,LTCSCO2R334AK1,Scout Double _R334,11.00,"1,045.00",,,,,,,,,,,,
,,,,Xuất bán T08/02-GLGS370  ngày ETD 13/8/2016 Total,,,99.00,"5,137.00",,,,,,,,,,,,
,XBH011608/012,,8/20/16 0:00,Xuất bán T08/12- GLGS353  ngày ETD 20/8/2016,LTCSCO1R334AK3,Scout Bar Chair_R334,73.00,"1,533.00",,,,,,,,,,,,
,XBH011608/022,,8/27/16 0:00,Xuất bán T08/22 - GLGS353  ngày ETD 27/08/2016,LTCSCO1R334AK1,Scout Single lounge_R334,58.00,"2,784.00",,,,,,,,,,,,
,,,,,LTCSCO1R334AK2,Scout Dining Chair_R334,108.00,"4,968.00",,,,,,,,,,,,
,,,,,LTCSCO2R334AK1,Scout Double _R334,28.00,"2,660.00",,,,,,,,,,,,
,,,,Xuất bán T08/22 - GLGS353  ngày ETD 27/08/2016 Total,,,194.00,"10,412.00",,,,,,,,,,,,
,XBH011609/070,,9/30/16 0:00,Xuất bán T9/070 - GLGS354A- LSX 28,LTCSCO1R334AK1,Scout Single lounge_R334,52.00,"2,496.00",,,,,,,,,,,,
,,,,,LTCSCO1R334AK2,Scout Dining Chair_R334,118.00,"5,428.00",,,,,,,,,,,,
,,,,,LTCSCO1R334AK3,Scout Bar Chair_R334,6.00,126.00,,,,,,,,,,,,
,,,,,LTCSCO2R334AK1,Scout Double _R334,28.00,"2,660.00",,,,,,,,,,,,
,,,,Xuất bán T9/070 - GLGS354A- LSX 28 Total,,,204.00,"10,710.00",,,,,,,,,,,,
,XHM011608/001,,8/2/16 0:00,"Xuất cho khách mượn theo phiếu yêu cầu xuất xưởng ngày 2/8/2016, 10 ngày sau sẽ thu hồi lại, nếu không sẽ trừ tiền anh Võ Trọng Cường*(PKD)",LTCSCO1A1FP01,Khung chữ X Scout Single _AL_KXS,1.00,0.00,,,,,,,,,,,,
,,,,,LTCSCO1A2FP01,Khung chữ X Scout Dining Chair_AL_KXS,1.00,0.00,,,,,,,,,,,,
,,,,,LTCSCO1A3FP01,Khung chữ X Scout Bar Chair_AL_KXS,1.00,0.00,,,,,,,,,,,,
,,,,,LTCSCO1A4FP01,Khung chữ X Scout Double_AL_KXS,1.00,0.00,,,,,,,,,,,,
,,,,"Xuất cho khách mượn theo phiếu yêu cầu xuất xưởng ngày 2/8/2016, 10 ngày sau sẽ thu hồi lại, nếu không sẽ trừ tiền anh Võ Trọng Cường*(PKD) Total",,,4.00,0.00,,,,,,,,,,,,
,XKC011608/023,,8/18/16 0:00,Xuất bán nệm theo INVOICE ngày 18/8/2016,LTCS10115,Nệm ngồi Scout Double,15.00,150.00,,,,,,,,,,,,
,,,,,LTCS10123,Nệm ngồi Scout dining chair,91.00,364.00,,,,,,,,,,,,
,,,,,LTCS10124,Nệm ngồi Scout single lounge,32.00,144.00,,,,,,,,,,,,
,,,,Xuất bán nệm theo INVOICE ngày 18/8/2016 Total,,,138.00,658.00,,,,,,,,,,,,
,XKC011608/039,,8/27/16 0:00,Xuất bán T08/23  ngày ETD 27/08/2016(Xuất ra Quy Nhơn),LTCSCO1R334AK1,Scout Single lounge_R334,2.00,96.00,,,,,,,,,,,,
,,,,,LTCSCO1R334AK2,Scout Dining Chair_R334,8.00,368.00,,,,,,,,,,,,
,,,,,LTCSCO1R334AK3,Scout Bar Chair_R334,4.00,84.00,,,,,,,,,,,,
,,,,,LTCSCO2R334AK1,Scout Double _R334,1.00,95.00,,,,,,,,,,,,
,,,,Xuất bán T08/23  ngày ETD 27/08/2016(Xuất ra Quy Nhơn) Total,,,15.00,643.00,,,,,,,,,,,,
NTH852NTH Total,,,,,,,"1,133.00","46,017.00",,,,,,,,,,,,
OBI852OBI,_XKC011703/009,,3/17/17 0:00,Xuất tặng khách hàng theo phiếu yêu cầu xuất xưởng ngày 16.3.2017 ,LTCSAR1MIX3SK2,Sara Chair 3 Mau_MIX,2.00,0.00,,,,,,,,,,,,
,,,,,LTCSAR1R144SK2,Sara Chair in Green_R144,2.00,0.00,,,,,,,,,,,,
,,,,,LTSNAT2F332SCA1,Natsu 2 Seats Sofa_F332,1.00,0.00,,,,,,,,,,,,
,,,,,LTTSAR1MIX3SK1,Sara Table 3 Mau_MIX,1.00,0.00,,,,,,,,,,,,
,,,,Xuất tặng khách hàng theo phiếu yêu cầu xuất xưởng ngày 16.3.2017  Total,,,6.00,0.00,,,,,,,,,,,,
,_XKC011703/010,,3/17/17 0:00,Xuất tặng (khách hàng OBI) Chị Thanh - theo phiếu yêu cầu xuất xưởng 16/3/2017 ,VTGLS049001,Kính cường lực 5ly Ø490x5,2.00,0.00,,,,,,,,,,,,
,XBH011612/095,,12/26/16 0:00,Xuất bán T12/95 - LTINV58143146-1 - LSX 55,LTCANG1F253SC1,ANGEBOT GARDEN GHẾ ĐƠN F253,108.00,"2,538.00",,,,,,,,,,,,
,,,,,LTCANG2F253SC1,ANGEBOT GARDEN GHẾ ĐÔI F253,54.00,"2,484.00",,,,,,,,,,,,
,,,,,LTCTON1F343APAP1,Tona Chair_F343,304.00,"7,220.00",,,,,,,,,,,,
,,,,,LTTANG1F253SC1,ANGEBOT GARDEN TABLE F253,54.00,"2,484.00",,,,,,,,,,,,
,,,,Xuất bán T12/95 - LTINV58143146-1 - LSX 55 Total,,,520.00,"14,726.00",,,,,,,,,,,,
,XBH011612/096,,12/26/16 0:00,Xuất bán T12/96 - LTINV58143146-2 - LSX 55,LTCANG1F253SC1,ANGEBOT GARDEN GHẾ ĐƠN F253,32.00,752.00,,,,,,,,,,,,
,,,,,LTCANG2F253SC1,ANGEBOT GARDEN GHẾ ĐÔI F253,16.00,736.00,,,,,,,,,,,,
,,,,,LTCGUD1F343APAP1,Gudhjem Chair_F343,300.00,"5,625.00",,,,,,,,,,,,
,,,,,LTCPRI2F343APA1,Prisca Bench_F343,84.00,"2,847.60",,,,,,,,,,,,
,,,,,LTTANG1F253SC1,ANGEBOT GARDEN TABLE F253,16.00,736.00,,,,,,,,,,,,
,,,,Xuất bán T12/96 - LTINV58143146-2 - LSX 55 Total,,,448.00,"10,696.60",,,,,,,,,,,,
,XBH011701/067,,1/19/17 0:00,Xuất bán T01/067 - LTINV58143146-2 - LSX 55,LTCBAL1F401SC1,Balkon Chair_F401,144.00,"3,024.00",,,,,,,,,,,,
,,,,,LTTBAL1F401SC1,Balkon Table_F401,72.00,"3,024.00",,,,,,,,,,,,
,,,,,LTTRECTF343ACK1,Rect Table_F343,304.00,"31,312.00",,,,,,,,,,,,
,,,,Xuất bán T01/067 - LTINV58143146-2 - LSX 55 Total,,,520.00,"37,360.00",,,,,,,,,,,,
,XBH011701/068,,1/19/17 0:00,Xuất bán T01/068 - LTINV58143146-2 - LSX 55,LTCANG1F253SC1,ANGEBOT GARDEN GHẾ ĐƠN F253,168.00,"3,948.00",,,,,,,,,,,,
,,,,,LTCANG2F253SC1,ANGEBOT GARDEN GHẾ ĐÔI F253,84.00,"3,864.00",,,,,,,,,,,,
,,,,,LTCBAL1F401SC1,Balkon Chair_F401,288.00,"6,048.00",,,,,,,,,,,,
,,,,,LTTANG1F253SC1,ANGEBOT GARDEN TABLE F253,84.00,"3,864.00",,,,,,,,,,,,
,,,,,LTTBAL1F401SC1,Balkon Table_F401,144.00,"6,048.00",,,,,,,,,,,,
,,,,Xuất bán T01/068 - LTINV58143146-2 - LSX 55 Total,,,768.00,"23,772.00",,,,,,,,,,,,
,XBH011701/069,,1/19/17 0:00,Xuất bán T01/069 - LTINV58143146-2 - LSX 55,LTCANG1F253SC1,ANGEBOT GARDEN GHẾ ĐƠN F253,4.00,94.00,,,,,,,,,,,,
,,,,,LTCANG2F253SC1,ANGEBOT GARDEN GHẾ ĐÔI F253,2.00,92.00,,,,,,,,,,,,
,,,,,LTCCOLOTA03SCA2,Colombia Set_Ghế Đơn_H87,40.00,"2,700.00",,,,,,,,,,,,
,,,,,LTCCOLOTA03SCA3,Colombia Set_Ghế Ba_H87,20.00,"3,000.00",,,,,,,,,,,,
,,,,,LTTANG1F253SC1,ANGEBOT GARDEN TABLE F253,2.00,92.00,,,,,,,,,,,,
,,,,,LTTCOLOTA03SCA1,Colombia Set_Table_H87,20.00,"2,000.00",,,,,,,,,,,,
,,,,Xuất bán T01/069 - LTINV58143146-2 - LSX 55 Total,,,88.00,"7,978.00",,,,,,,,,,,,
,XBH011701/070,,1/19/17 0:00,Xuất bán T01/070 - LTINV58143146-2 - LSX 55,LTCBOG2F343ACK1,Bogense Bench_F343,150.00,"7,800.00",,,,,,,,,,,,
,,,,,LTCRAN1F310SCK2,Ranfort Set_(Ghế 1 Chỗ)_F310,100.00,"3,250.00",,,,,,,,,,,,
,,,,,LTCRAN1F310SCK3,Ranfort Set_(Ghế 2 Chỗ)_F310,50.00,"3,000.00",,,,,,,,,,,,
,,,,,LTCRAN1F310SCK4,Ranfort Set_(Bàn)_F310,50.00,"3,000.00",,,,,,,,,,,,
,,,,Xuất bán T01/070 - LTINV58143146-2 - LSX 55 Total,,,350.00,"17,050.00",,,,,,,,,,,,
,XBH011701/071,,1/19/17 0:00,Xuất bán T01/071 - LTINV58143146-2 - LSX 55,LTCANG1F253SC1,ANGEBOT GARDEN GHẾ ĐƠN F253,120.00,"2,820.00",,,,,,,,,,,,
,,,,,LTCANG2F253SC1,ANGEBOT GARDEN GHẾ ĐÔI F253,60.00,"2,760.00",,,,,,,,,,,,
,,,,,LTCRAN1F310SCK2,Ranfort Set_(Ghế 1 Chỗ)_F310,16.00,520.00,,,,,,,,,,,,
,,,,,LTCRAN1F310SCK3,Ranfort Set_(Ghế 2 Chỗ)_F310,8.00,480.00,,,,,,,,,,,,
,,,,,LTCRAN1F310SCK4,Ranfort Set_(Bàn)_F310,8.00,480.00,,,,,,,,,,,,
,,,,,LTTANG1F253SC1,ANGEBOT GARDEN TABLE F253,60.00,"2,760.00",,,,,,,,,,,,
,,,,Xuất bán T01/071 - LTINV58143146-2 - LSX 55 Total,,,272.00,"9,820.00",,,,,,,,,,,,
,XBH011701/087,,1/21/17 0:00,Xuất bán T01/087 - LTINV58143147 - LSX 55,LTCGUD1F343APAP1,Gudhjem Chair_F343,210.00,"3,937.50",,,,,,,,,,,,
,,,,,LTCPRI2F343APA1,Prisca Bench_F343,84.00,"2,847.60",,,,,,,,,,,,
,,,,,LTCTON1F343APAP1,Tona Chair_F343,304.00,"7,220.00",,,,,,,,,,,,
,,,,Xuất bán T01/087 - LTINV58143147 - LSX 55 Total,,,598.00,"14,005.10",,,,,,,,,,,,
,XBH011701/088,,1/21/17 0:00,Xuất bán T01/088 - LTINV58143147 - LSX 55,LTCBAL1F401SC1,Balkon Chair_F401,174.00,"3,654.00",,,,,,,,,,,,
,,,,,LTCBOG2F343ACK1,Bogense Bench_F343,110.00,"5,720.00",,,,,,,,,,,,
,,,,,LTTBAL1F401SC1,Balkon Table_F401,87.00,"3,654.00",,,,,,,,,,,,
,,,,,LTTVIE1F343SC1,Vieste Table_F343,152.00,"15,656.00",,,,,,,,,,,,
,,,,Xuất bán T01/088 - LTINV58143147 - LSX 55 Total,,,523.00,"28,684.00",,,,,,,,,,,,
,XBH011701/089,,1/21/17 0:00,Xuất bán T01/089 - LTINV58143147 - LSX 55,LTCANG1F253SC1,ANGEBOT GARDEN GHẾ ĐƠN F253,196.00,"4,606.00",,,,,,,,,,,,
,,,,,LTCANG2F253SC1,ANGEBOT GARDEN GHẾ ĐÔI F253,98.00,"4,508.00",,,,,,,,,,,,
,,,,,LTCRAN1F310SCK2,Ranfort Set_(Ghế 1 Chỗ)_F310,68.00,"2,210.00",,,,,,,,,,,,
,,,,,LTCRAN1F310SCK3,Ranfort Set_(Ghế 2 Chỗ)_F310,34.00,"2,040.00",,,,,,,,,,,,
,,,,,LTCRAN1F310SCK4,Ranfort Set_(Bàn)_F310,34.00,"2,040.00",,,,,,,,,,,,
,,,,,LTTANG1F253SC1,ANGEBOT GARDEN TABLE F253,98.00,"4,508.00",,,,,,,,,,,,
,,,,Xuất bán T01/089 - LTINV58143147 - LSX 55 Total,,,528.00,"19,912.00",,,,,,,,,,,,
,XHM011607/010,,7/12/16 0:00,Xuất mẫu đi test theo INVOICE ngày 12/7/2016,LTSAM00217WI,Mẫu Obi Chair,1.00,0.00,,,,,,,,,,,,
,XHM011608/007,,8/29/16 0:00,Xuất mẫu đối chứng đi test theo phiếu yêu cầu xuất xưởng nagyf 298/2016,LTSAM00217WI,Mẫu Obi Chair,1.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00228WI,Mẫu ARS Table,1.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00229WI,Mẫu Odda Table,1.00,0.00,,,,,,,,,,,,
,,,,Xuất mẫu đối chứng đi test theo phiếu yêu cầu xuất xưởng nagyf 298/2016 Total,,,3.00,0.00,,,,,,,,,,,,
,XHM011609/004,,9/12/16 0:00,Xuất mẫu đi test lần 2 theo phiếu yêu cầu xuất xưởng ngày 12/9/2016\,LTSAM00228WI,Mẫu ARS Table,1.00,0.00,,,,,,,,,,,,
,,,,,VTGLR111001,Kính trong 360x1110x5mm,1.00,0.00,,,,,,,,,,,,
,,,,Xuất mẫu đi test lần 2 theo phiếu yêu cầu xuất xưởng ngày 12/9/2016\ Total,,,2.00,0.00,,,,,,,,,,,,
OBI852OBI Total,,,,,,,"4,629.00","184,003.70",,,,,,,,,,,,
RUN46RUN,XBH011701/072,,1/20/17 0:00,Xuất bán T01/072 - LTINV190966 - LSX 56,LTCTEN1F403SPA1,Teneriffa Chair_F403,598.00,"9,986.60",,,,,,,,,,,,
,XBH011701/073,,1/20/17 0:00,Xuất bán T01/073 - LTINV190966 - LSX 56,LTCPRI2F403SPA1,Prisca Bench_F403,660.00,"14,718.00",,,,,,,,,,,,
,XBH011701/074,,1/20/17 0:00,Xuất bán T01/074 - LTINV191406 - lsx 56,LTCPRI1F403SPA1,Prisca Chair_F403,"1,512.00","17,388.00",,,,,,,,,,,,
,XBH011701/075,,1/20/17 0:00,Xuất bán T01/075 - LTINV191404 - lsx 56,LTCPRI1F403SPA1,Prisca Chair_F403,"1,512.00","17,388.00",,,,,,,,,,,,
,XBH011701/118,,1/23/17 0:00,Xuất bán T01/118 - LTINV190967 - LSX 56,LTCPRI2F403SPA1,Prisca Bench_F403,660.00,"14,718.00",,,,,,,,,,,,
,XBH011702/048,,2/17/17 0:00,Xuất bán T02/048 - LTINV190968- LSX 56,LTCPRI2F403SPA1,Prisca Bench_F403,660.00,"14,718.00",,,,,,,,,,,,
,XBH011702/086,,2/27/17 0:00,Xuất bán T02/086 - LTINV191408 - LSX 56,LTCPRI1F403SPA1,Prisca Chair_F403,"1,512.00","17,388.00",,,,,,,,,,,,
RUN46RUN Total,,,,,,,"7,114.00","106,304.60",,,,,,,,,,,,
SG358RET,XBH011611/078,,11/28/16 0:00,Xuất bán T11/078 - LTINV235375-1- lsx 60,LTTARSTF253ACA1,ARS Table_F253,280.00,"7,280.00",,,,,,,,,,,,
,,,,,LTTODDTF253SCK1,ODDA Table_F253,205.00,"16,195.00",,,,,,,,,,,,
,,,,Xuất bán T11/078 - LTINV235375-1- lsx 60 Total,,,485.00,"23,475.00",,,,,,,,,,,,
,XBH011611/079,,11/28/16 0:00,Xuất bán T11/079 - LTINV235375-2- lsx 60,LTCSTE1F353SSP1,Steel Wicker Stackable Chair_F353,660.00,"11,154.00",,,,,,,,,,,,
,XBH011611/080,,11/28/16 0:00,Xuất bán T11/080 - LTINV235375-3- lsx 60,LTCSTE1F353SSP1,Steel Wicker Stackable Chair_F353,660.00,"11,154.00",,,,,,,,,,,,
SG358RET Total,,,,,,,"1,805.00","45,783.00",,,,,,,,,,,,
SSI31SSI,_XBH011703/095,,3/17/17 0:00,Xuất bán T03/0105 - 006 - lLSX 19,LTSCHE1H224AK1,Chelsea corner sofa corner_H224,27.00,"2,767.50",,,,,,,,,,,,
,,,,,LTSCHE2H224AK1,Chelsea corner sofa 2 seater_H224,27.00,"2,767.50",,,,,,,,,,,,
,,,,,LTSCHE3H224AK1,Chelsea corner sofa 3 seater_H224,27.00,"2,767.50",,,,,,,,,,,,
,,,,,LTTCHE1H224AK1,Chelsea coffee table sofa_H224,27.00,"2,767.50",,,,,,,,,,,,
,,,,Xuất bán T03/0105 - 006 - lLSX 19 Total,,,108.00,"11,070.00",,,,,,,,,,,,
,_XBH011703/138,,3/25/17 0:00,Xuất bán T03/147 - LTINV282- LSX 02,LTSNEL1H265ACA1,Nelson Lounge set(Roma don)_H265,34.00,"2,618.00",,,,,,,,,,,,
,,,,,LTSNELCH265ACA1,Nelson Lounge set(Corner Chair)_H265,34.00,"2,618.00",,,,,,,,,,,,
,,,,,LTSNELLH265ACA1,Nelson Lounge set(Roma trai)_H265,34.00,"2,618.00",,,,,,,,,,,,
,,,,,LTSNELRH265ACA1,Nelson Lounge set(Roma phai)_H265,34.00,"2,618.00",,,,,,,,,,,,
,,,,,LTTNELVH265ACA1,Nelson Lounge set(Roma ban)_H265,34.00,"2,618.00",,,,,,,,,,,,
,,,,Xuất bán T03/147 - LTINV282- LSX 02 Total,,,170.00,"13,090.00",,,,,,,,,,,,
,XBH011605/001,,5/4/16 0:00,Xuất bán T05/01- 266-G ngày ETD 07/05/2016,LTCKIN1H224AC1,King Chair_H224,122.00,"8,418.00",,,,,,,,,,,,
,XBH011605/019,,5/11/16 0:00,Xuất bán T05/19-266-F  ngày ETD 14/5/2016,LTCKIN1H224AC1,King Chair_H224,8.00,552.00,,,,,,,,,,,,
,,,,,LTCKIN1H350AC1,King Chair_H350,106.00,"7,314.00",,,,,,,,,,,,
,,,,,LTCTON1H224AP1,Tona Chair_H224,8.00,0.00,,,,,,,,,,,,
,,,,Xuất bán T05/19-266-F  ngày ETD 14/5/2016 Total,,,122.00,"7,866.00",,,,,,,,,,,,
,XBH011609/033,,9/20/16 0:00,Xuất bán T9/033- 007- ngày ETD 24/9/2016 -LSX 19,LTSCHE1H224AK1,Chelsea corner sofa corner_H224,13.00,780.00,,,,,,,,,,,,
,,,,,LTSCHE2H224AK1,Chelsea corner sofa 2 seater_H224,13.00,"1,040.00",,,,,,,,,,,,
,,,,,LTSCHE3H224AK1,Chelsea corner sofa 3 seater_H224,13.00,910.00,,,,,,,,,,,,
,,,,,LTSSHOU2H270AK1,Southampton  sofa 2 seater_H270,14.00,980.00,,,,,,,,,,,,
,,,,,LTSSHOU3H270AK1,Southampton  sofa 3 seater_H270,14.00,"1,120.00",,,,,,,,,,,,
,,,,,LTSSOU1H270AK1,Southampton corner sofa_H270,14.00,840.00,,,,,,,,,,,,
,,,,,LTTCHE1H224AK1,Chelsea coffee table sofa_H224,13.00,"2,600.00",,,,,,,,,,,,
,,,,,LTTSOU1H270AK1,Southampton coffee table_H270,14.00,"2,800.00",,,,,,,,,,,,
,,,,Xuất bán T9/033- 007- ngày ETD 24/9/2016 -LSX 19 Total,,,108.00,"11,070.00",,,,,,,,,,,,
,XBH011609/034,,9/20/16 0:00,Xuất bán T9/034- 001- ngày ETD 24/9/2016 -LSX 19,LTCKIN1H224AC1,King Chair_H224,2.00,0.00,,,,,,,,,,,,
,,,,,LTSOBA2H270SK1,Obama Sofa 2 Seater_H270,27.00,"2,160.00",,,,,,,,,,,,
,,,,,LTSOBA3H270SK1,Obama Sofa 3 Seater_H270,27.00,"2,430.00",,,,,,,,,,,,
,,,,,LTTOBA1H270SK1,Obama Table_H270,27.00,"3,645.00",,,,,,,,,,,,
,,,,Xuất bán T9/034- 001- ngày ETD 24/9/2016 -LSX 19 Total,,,83.00,"8,235.00",,,,,,,,,,,,
,XBH011610/049,,10/22/16 0:00,Xuất bán T10/049- 002 -  LSX 19,LTCPRI2F243SK2,Prisca Bench_F243,660.00,"18,480.00",,,,,,,,,,,,
,XBH011610/050,,10/24/16 0:00,Xuất bán T10/050- 004 -  LSX 19,LTCTHE1H224AC1,Thessaly Chair_H224,174.00,"8,700.00",,,,,,,,,,,,
,,,,,LTTTHE1H224AC1,Thessaly Table_H224,87.00,"7,395.00",,,,,,,,,,,,
,,,,Xuất bán T10/050- 004 -  LSX 19 Total,,,261.00,"16,095.00",,,,,,,,,,,,
,XBH011610/056,,10/26/16 0:00,Xuất bán T10/056- 009 -  LSX 50,LTSDYL1H224ACA1,Dylano Lounge set (Roma đơn)_H224,34.00,"2,618.00",,,,,,,,,,,,
,,,,,LTSDYLCH224ACA1,Dylano Lounge set (Roma góc)_H224,34.00,"2,618.00",,,,,,,,,,,,
,,,,,LTSDYLLH224ACA1,Dylano Lounge set (Roma trái)_H224,34.00,"2,618.00",,,,,,,,,,,,
,,,,,LTSDYLRH224ACA1,Dylano Lounge set (Roma phải)_H224,34.00,"2,618.00",,,,,,,,,,,,
,,,,,LTTDYLVH224ACA1,Dylano Lounge set (Roma Bàn)_H224,34.00,"2,618.00",,,,,,,,,,,,
,,,,Xuất bán T10/056- 009 -  LSX 50 Total,,,170.00,"13,090.00",,,,,,,,,,,,
,XBH011610/057,,10/26/16 0:00,Xuất bán T10/057- 010 -  LSX 50,LTSDYL1H224ACA1,Dylano Lounge set (Roma đơn)_H224,34.00,"2,618.00",,,,,,,,,,,,
,,,,,LTSDYLCH224ACA1,Dylano Lounge set (Roma góc)_H224,34.00,"2,618.00",,,,,,,,,,,,
,,,,,LTSDYLLH224ACA1,Dylano Lounge set (Roma trái)_H224,34.00,"2,618.00",,,,,,,,,,,,
,,,,,LTSDYLRH224ACA1,Dylano Lounge set (Roma phải)_H224,34.00,"2,618.00",,,,,,,,,,,,
,,,,,LTTDYLVH224ACA1,Dylano Lounge set (Roma Bàn)_H224,34.00,"2,618.00",,,,,,,,,,,,
,,,,Xuất bán T10/057- 010 -  LSX 50 Total,,,170.00,"13,090.00",,,,,,,,,,,,
,XBH011610/058,,10/26/16 0:00,Xuất bán T10/058- 011 -  LSX 50,LTSDYL1H224ACA1,Dylano Lounge set (Roma đơn)_H224,34.00,"2,618.00",,,,,,,,,,,,
,,,,,LTSDYLCH224ACA1,Dylano Lounge set (Roma góc)_H224,34.00,"2,618.00",,,,,,,,,,,,
,,,,,LTSDYLLH224ACA1,Dylano Lounge set (Roma trái)_H224,34.00,"2,618.00",,,,,,,,,,,,
,,,,,LTSDYLRH224ACA1,Dylano Lounge set (Roma phải)_H224,34.00,"2,618.00",,,,,,,,,,,,
,,,,,LTTDYLVH224ACA1,Dylano Lounge set (Roma Bàn)_H224,34.00,"2,618.00",,,,,,,,,,,,
,,,,Xuất bán T10/058- 011 -  LSX 50 Total,,,170.00,"13,090.00",,,,,,,,,,,,
,XBH011610/059,,10/26/16 0:00,Xuất bán T10/059- 012 -  LSX 50,LTSDYL1H224ACA1,Dylano Lounge set (Roma đơn)_H224,34.00,"2,618.00",,,,,,,,,,,,
,,,,,LTSDYLCH224ACA1,Dylano Lounge set (Roma góc)_H224,34.00,"2,618.00",,,,,,,,,,,,
,,,,,LTSDYLLH224ACA1,Dylano Lounge set (Roma trái)_H224,34.00,"2,618.00",,,,,,,,,,,,
,,,,,LTSDYLRH224ACA1,Dylano Lounge set (Roma phải)_H224,34.00,"2,618.00",,,,,,,,,,,,
,,,,,LTTDYLVH224ACA1,Dylano Lounge set (Roma Bàn)_H224,34.00,"2,618.00",,,,,,,,,,,,
,,,,Xuất bán T10/059- 012 -  LSX 50 Total,,,170.00,"13,090.00",,,,,,,,,,,,
,XBH011610/060,,10/26/16 0:00,Xuất bán T10/060- 020 -  LSX 46,LTCTON1H224APA1,Liverpool Stacking Chair_F224,416.00,"12,896.00",,,,,,,,,,,,
,XBH011610/061,,10/26/16 0:00,Xuất bán T10/061- 021 -  LSX 46,LTCTON1H224APA1,Liverpool Stacking Chair_F224,416.00,"12,896.00",,,,,,,,,,,,
,XBH011610/062,,10/26/16 0:00,Xuất bán T10/062- 022 -  LSX 46,LTCTON1H224APA1,Liverpool Stacking Chair_F224,416.00,"12,896.00",,,,,,,,,,,,
,XBH011611/100,,11/30/16 0:00,Xuất bán T11/100 -024- LSX 46,LTCTON1H224APA1,Liverpool Stacking Chair_F224,416.00,"12,896.00",,,,,,,,,,,,
,XBH011611/102,,11/30/16 0:00,Xuất bán T11/102 - 008  - lsx 46,LTSDYL1H224ACA1,Dylano Lounge set (Roma đơn)_H224,34.00,"2,618.00",,,,,,,,,,,,
,,,,,LTSDYLCH224ACA1,Dylano Lounge set (Roma góc)_H224,34.00,"2,618.00",,,,,,,,,,,,
,,,,,LTSDYLLH224ACA1,Dylano Lounge set (Roma trái)_H224,34.00,"2,618.00",,,,,,,,,,,,
,,,,,LTSDYLRH224ACA1,Dylano Lounge set (Roma phải)_H224,34.00,"2,618.00",,,,,,,,,,,,
,,,,,LTTDYLVH224ACA1,Dylano Lounge set (Roma Bàn)_H224,34.00,"2,618.00",,,,,,,,,,,,
,,,,Xuất bán T11/102 - 008  - lsx 46 Total,,,170.00,"13,090.00",,,,,,,,,,,,
,XBH011611/103,,11/30/16 0:00,Xuất bán T11/103 - 013  - lsx 46,LTSDYL1H224ACA1,Dylano Lounge set (Roma đơn)_H224,34.00,"2,618.00",,,,,,,,,,,,
,,,,,LTSDYLCH224ACA1,Dylano Lounge set (Roma góc)_H224,34.00,"2,618.00",,,,,,,,,,,,
,,,,,LTSDYLLH224ACA1,Dylano Lounge set (Roma trái)_H224,34.00,"2,618.00",,,,,,,,,,,,
,,,,,LTSDYLRH224ACA1,Dylano Lounge set (Roma phải)_H224,34.00,"2,618.00",,,,,,,,,,,,
,,,,,LTTDYLVH224ACA1,Dylano Lounge set (Roma Bàn)_H224,34.00,"2,618.00",,,,,,,,,,,,
,,,,Xuất bán T11/103 - 013  - lsx 46 Total,,,170.00,"13,090.00",,,,,,,,,,,,
